,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,annual_salary,economic_impact
1089,37,No,Travel_Rarely,674,Research & Development,13,Bachelor’s Degree,Medical,1543,Low,Male,47,High,Intermediate,Research Scientist,Very High,Married,4285,3031,1,No,17,Satisfactory,Low,0,10,2,High,10,8,3,7,51420,10489.679999999998
1090,29,No,Travel_Rarely,441,Research & Development,8,High School,Other,1544,High,Female,39,Low,Intermediate,Healthcare Representative,Low,Married,9715,7288,3,No,13,Satisfactory,High,1,9,3,High,7,7,0,7,116580,24481.8
1091,33,No,Travel_Rarely,575,Research & Development,25,Bachelor’s Degree,Life Sciences,1545,Very High,Male,44,Medium,Intermediate,Manufacturing Director,Medium,Single,4320,24152,1,No,13,Satisfactory,Very High,0,5,2,High,5,3,0,2,51840,10575.359999999999
1092,45,No,Travel_Rarely,950,Research & Development,28,Bachelor’s Degree,Technical Degree,1546,Very High,Male,97,High,Entry-level,Research Scientist,Very High,Married,2132,4585,4,No,20,Exceptional,Very High,1,8,3,High,5,4,0,3,25584,4119.024
1093,42,No,Travel_Frequently,288,Research & Development,2,Bachelor’s Degree,Life Sciences,1547,Very High,Male,40,High,Supervisory,Healthcare Representative,Very High,Married,10124,18611,2,Yes,14,Satisfactory,High,1,24,3,Low,20,8,13,9,121488,25512.48
1094,40,No,Travel_Rarely,1342,Sales,9,Associate Degree,Medical,1548,Low,Male,47,High,Intermediate,Sales Executive,Low,Married,5473,19345,0,No,12,Satisfactory,Very High,0,9,5,Very High,8,4,7,1,65676,13397.903999999999
1095,33,No,Travel_Rarely,589,Research & Development,28,Master’s Degree,Life Sciences,1549,Medium,Male,79,High,Intermediate,Laboratory Technician,High,Married,5207,22949,1,Yes,12,Satisfactory,Medium,1,15,3,High,15,14,5,7,62484,12746.735999999999
1096,40,No,Travel_Rarely,898,Human Resources,6,Associate Degree,Medical,1550,High,Male,38,High,Managerial,Manager,Very High,Single,16437,17381,1,Yes,21,Exceptional,Very High,0,21,2,High,21,7,7,7,197244,41421.24
1097,24,No,Travel_Rarely,350,Research & Development,21,Associate Degree,Technical Degree,1551,High,Male,57,Medium,Entry-level,Laboratory Technician,Low,Divorced,2296,10036,0,No,14,Satisfactory,Medium,3,2,3,High,1,1,0,0,27552,4435.872
1098,40,No,Non-Travel,1142,Research & Development,8,Associate Degree,Life Sciences,1552,Very High,Male,72,High,Intermediate,Healthcare Representative,Very High,Divorced,4069,8841,3,Yes,18,Satisfactory,High,0,8,2,High,2,2,2,2,48828,9619.116
1099,45,No,Travel_Rarely,538,Research & Development,1,Master’s Degree,Technical Degree,1553,Low,Male,66,High,Supervisory,Healthcare Representative,Medium,Divorced,7441,20933,1,No,12,Satisfactory,Low,3,10,4,High,10,8,7,7,89292,18751.32
1100,35,No,Travel_Rarely,1402,Sales,28,Master’s Degree,Life Sciences,1554,Medium,Female,98,Medium,Entry-level,Sales Representative,High,Married,2430,26204,0,No,23,Exceptional,Low,2,6,5,High,5,3,4,2,29160,4694.76
1101,32,No,Travel_Rarely,824,Research & Development,5,Associate Degree,Life Sciences,1555,Very High,Female,67,Medium,Intermediate,Research Scientist,Medium,Married,5878,15624,3,No,12,Satisfactory,Low,1,12,2,High,7,1,2,5,70536,14389.344
1102,36,No,Travel_Rarely,1157,Sales,2,Master’s Degree,Life Sciences,1556,High,Male,70,High,Entry-level,Sales Representative,Very High,Single,2644,17001,3,Yes,21,Exceptional,Very High,0,7,3,Medium,3,2,1,2,31728,6250.416
1103,48,No,Travel_Rarely,492,Sales,16,Master’s Degree,Life Sciences,1557,High,Female,96,High,Intermediate,Sales Executive,High,Divorced,6439,13693,8,No,14,Satisfactory,High,1,18,2,High,8,7,7,7,77268,16226.279999999999
1104,29,No,Travel_Rarely,598,Research & Development,9,Bachelor’s Degree,Life Sciences,1558,High,Male,91,Very High,Entry-level,Research Scientist,High,Married,2451,22376,6,No,18,Satisfactory,Low,2,5,2,Medium,1,0,0,0,29412,4735.332
1105,33,No,Travel_Rarely,1242,Sales,8,Master’s Degree,Life Sciences,1560,Low,Male,46,High,Intermediate,Sales Executive,Low,Married,6392,10589,2,No,13,Satisfactory,Very High,1,8,6,Low,2,2,2,2,76704,16107.84
1106,30,Yes,Travel_Rarely,740,Sales,1,Bachelor’s Degree,Life Sciences,1562,Medium,Male,64,Medium,Intermediate,Sales Executive,Low,Married,9714,5323,1,No,11,Satisfactory,Very High,1,10,4,High,10,8,6,7,116568,24479.28
1107,38,No,Travel_Frequently,888,Human Resources,10,Master’s Degree,Human Resources,1563,High,Male,71,High,Intermediate,Human Resources,High,Married,6077,14814,3,No,11,Satisfactory,High,0,10,2,High,6,3,1,2,72924,14876.496
1108,35,No,Travel_Rarely,992,Research & Development,1,Bachelor’s Degree,Medical,1564,Very High,Male,68,Medium,Entry-level,Laboratory Technician,Low,Single,2450,21731,1,No,19,Satisfactory,Medium,0,3,3,High,3,0,1,2,29400,4733.400000000001
1109,30,No,Travel_Rarely,1288,Sales,29,Master’s Degree,Technical Degree,1568,High,Male,33,High,Supervisory,Sales Executive,Medium,Married,9250,17799,3,No,12,Satisfactory,Medium,1,9,3,High,4,2,1,3,111000,23310.0
1110,35,Yes,Travel_Rarely,104,Research & Development,2,Bachelor’s Degree,Life Sciences,1569,Low,Female,69,High,Entry-level,Laboratory Technician,Low,Divorced,2074,26619,1,Yes,12,Satisfactory,Very High,1,1,2,High,1,0,0,0,24888,4006.9680000000003
1111,53,Yes,Travel_Rarely,607,Research & Development,2,Doctorate,Technical Degree,1572,High,Female,78,Medium,Supervisory,Manufacturing Director,Very High,Married,10169,14618,0,No,16,Satisfactory,Medium,1,34,4,High,33,7,1,9,122028,25625.879999999997
1112,38,Yes,Travel_Rarely,903,Research & Development,2,Bachelor’s Degree,Medical,1573,High,Male,81,High,Intermediate,Manufacturing Director,Medium,Married,4855,7653,4,No,11,Satisfactory,Low,2,7,2,High,5,2,1,4,58260,11885.039999999999
1113,32,No,Non-Travel,1200,Research & Development,1,Master’s Degree,Technical Degree,1574,Very High,Male,62,High,Intermediate,Research Scientist,Low,Married,4087,25174,4,No,14,Satisfactory,Medium,1,9,3,Medium,6,5,1,2,49044,9661.668
1114,48,No,Travel_Rarely,1108,Research & Development,15,Master’s Degree,Other,1576,High,Female,65,High,Entry-level,Research Scientist,Low,Married,2367,16530,8,No,12,Satisfactory,Very High,1,10,3,Medium,8,2,7,6,28404,4573.044
1115,34,No,Travel_Rarely,479,Research & Development,7,Master’s Degree,Medical,1577,Low,Male,35,High,Entry-level,Research Scientist,Very High,Single,2972,22061,1,No,13,Satisfactory,High,0,1,4,Low,1,0,0,0,35664,7025.808
1116,55,No,Travel_Rarely,685,Sales,26,Doctorate,Marketing,1578,High,Male,60,Medium,Executive,Manager,Very High,Married,19586,23037,1,No,21,Exceptional,High,1,36,3,High,36,6,2,13,235032,49356.72
1117,34,No,Travel_Rarely,1351,Research & Development,1,Master’s Degree,Life Sciences,1580,Medium,Male,45,High,Intermediate,Research Scientist,Very High,Married,5484,13008,9,No,17,Satisfactory,Medium,1,9,3,Medium,2,2,2,1,65808,13424.831999999999
1118,26,No,Travel_Rarely,474,Research & Development,3,Bachelor’s Degree,Life Sciences,1581,Low,Female,89,High,Entry-level,Research Scientist,Very High,Married,2061,11133,1,No,21,Exceptional,Low,0,1,5,High,1,0,0,0,24732,3981.8520000000003
1119,38,No,Travel_Rarely,1245,Sales,14,Bachelor’s Degree,Life Sciences,1582,High,Male,80,High,Intermediate,Sales Executive,Medium,Married,9924,12355,0,No,11,Satisfactory,Very High,1,10,3,High,9,8,7,7,119088,25008.48
1120,38,No,Travel_Rarely,437,Sales,16,Bachelor’s Degree,Life Sciences,1583,Medium,Female,90,High,Intermediate,Sales Executive,Medium,Single,4198,16379,2,No,12,Satisfactory,Medium,0,8,5,Very High,3,2,1,2,50376,10276.704
1121,36,No,Travel_Rarely,884,Sales,1,Master’s Degree,Life Sciences,1585,Medium,Female,73,High,Intermediate,Sales Executive,High,Single,6815,21447,6,No,13,Satisfactory,Low,0,15,5,High,1,0,0,0,81780,17173.8
1122,29,No,Travel_Rarely,1370,Research & Development,3,High School,Medical,1586,Medium,Male,87,High,Entry-level,Laboratory Technician,Low,Single,4723,16213,1,Yes,18,Satisfactory,Very High,0,10,3,High,10,9,1,5,56676,11561.903999999999
1123,35,No,Travel_Rarely,670,Research & Development,10,Master’s Degree,Medical,1587,Low,Female,51,High,Intermediate,Healthcare Representative,High,Single,6142,4223,3,Yes,16,Satisfactory,High,0,10,4,High,5,2,0,4,73704,15035.615999999998
1124,39,No,Travel_Rarely,1462,Sales,6,Bachelor’s Degree,Medical,1588,Very High,Male,38,Very High,Supervisory,Sales Executive,High,Married,8237,4658,2,No,11,Satisfactory,Low,1,11,3,High,7,6,7,6,98844,20757.239999999998
1125,29,No,Travel_Frequently,995,Research & Development,2,High School,Life Sciences,1590,Low,Male,87,High,Intermediate,Healthcare Representative,Very High,Divorced,8853,24483,1,No,19,Satisfactory,Very High,1,6,0,Very High,6,4,1,3,106236,22309.559999999998
1126,50,No,Travel_Rarely,264,Sales,9,Bachelor’s Degree,Marketing,1591,High,Male,59,High,Executive,Manager,High,Married,19331,19519,4,Yes,16,Satisfactory,High,1,27,2,High,1,0,0,0,231972,48714.119999999995
1127,23,No,Travel_Rarely,977,Research & Development,10,Bachelor’s Degree,Technical Degree,1592,Very High,Male,45,Very High,Entry-level,Research Scientist,High,Married,2073,12826,2,No,16,Satisfactory,Very High,1,4,2,High,2,2,2,2,24876,4005.036
1128,36,No,Travel_Frequently,1302,Research & Development,6,Master’s Degree,Life Sciences,1594,Low,Male,80,Very High,Intermediate,Laboratory Technician,Low,Married,5562,19711,3,Yes,13,Satisfactory,Very High,1,9,3,High,3,2,0,2,66744,13615.776
1129,42,No,Travel_Rarely,1059,Research & Development,9,Associate Degree,Other,1595,Very High,Male,93,Medium,Executive,Manager,Very High,Single,19613,26362,8,No,22,Exceptional,Very High,0,24,2,High,1,0,0,1,235356,49424.759999999995
1130,35,No,Travel_Rarely,750,Research & Development,28,Bachelor’s Degree,Life Sciences,1596,Medium,Male,46,Very High,Intermediate,Laboratory Technician,High,Married,3407,25348,1,No,17,Satisfactory,Very High,2,10,3,Medium,10,9,6,8,40884,8054.148
1131,34,No,Travel_Frequently,653,Research & Development,10,Master’s Degree,Technical Degree,1597,Very High,Male,92,Medium,Intermediate,Healthcare Representative,High,Married,5063,15332,1,No,14,Satisfactory,Medium,1,8,3,Medium,8,2,7,7,60756,12394.223999999998
1132,40,No,Travel_Rarely,118,Sales,14,Associate Degree,Life Sciences,1598,Very High,Female,84,High,Intermediate,Sales Executive,Low,Married,4639,11262,1,No,15,Satisfactory,High,1,5,2,High,5,4,1,2,55668,11356.271999999999
1133,43,No,Travel_Rarely,990,Research & Development,27,Bachelor’s Degree,Technical Degree,1599,Very High,Male,87,Very High,Entry-level,Laboratory Technician,Medium,Divorced,4876,5855,5,No,12,Satisfactory,High,1,8,0,High,6,4,0,2,58512,11936.447999999999
1134,35,No,Travel_Rarely,1349,Research & Development,7,Associate Degree,Life Sciences,1601,High,Male,63,Medium,Entry-level,Laboratory Technician,Very High,Married,2690,7713,1,No,18,Satisfactory,Very High,1,1,5,Medium,1,0,0,1,32280,6359.16
1135,46,No,Travel_Rarely,563,Sales,1,Master’s Degree,Life Sciences,1602,Very High,Male,56,Very High,Managerial,Manager,Low,Single,17567,3156,1,No,15,Satisfactory,Medium,0,27,5,Low,26,0,0,12,210804,44268.84
1136,28,Yes,Travel_Rarely,329,Research & Development,24,Bachelor’s Degree,Medical,1604,High,Male,51,High,Entry-level,Laboratory Technician,Medium,Married,2408,7324,1,Yes,17,Satisfactory,High,3,1,3,High,1,1,0,0,28896,4652.256
1137,22,No,Non-Travel,457,Research & Development,26,Associate Degree,Other,1605,Medium,Female,85,Medium,Entry-level,Research Scientist,High,Married,2814,10293,1,Yes,14,Satisfactory,Medium,0,4,2,Medium,4,2,1,3,33768,6652.296
1138,50,No,Travel_Frequently,1234,Research & Development,20,Doctorate,Medical,1606,Medium,Male,41,High,Managerial,Healthcare Representative,High,Married,11245,20689,2,Yes,15,Satisfactory,High,1,32,3,High,30,8,12,13,134940,28337.399999999998
1139,32,No,Travel_Rarely,634,Research & Development,5,Master’s Degree,Other,1607,Medium,Female,35,Very High,Entry-level,Research Scientist,Very High,Married,3312,18783,3,No,17,Satisfactory,Very High,2,6,3,High,3,2,0,2,39744,7829.568
1140,44,No,Travel_Rarely,1313,Research & Development,7,Bachelor’s Degree,Medical,1608,Medium,Female,31,High,Executive,Research Director,Very High,Divorced,19049,3549,0,Yes,14,Satisfactory,Very High,1,23,4,Medium,22,7,1,10,228588,48003.479999999996
1141,30,No,Travel_Rarely,241,Research & Development,7,Bachelor’s Degree,Medical,1609,Medium,Male,48,Medium,Entry-level,Research Scientist,Medium,Married,2141,5348,1,No,12,Satisfactory,Medium,1,6,3,Medium,6,4,1,1,25692,4136.412
1142,45,No,Travel_Rarely,1015,Research & Development,5,Doctorate,Medical,1611,High,Female,50,Low,Intermediate,Laboratory Technician,Low,Single,5769,23447,1,Yes,14,Satisfactory,Low,0,10,3,High,10,7,1,4,69228,14122.511999999999
1143,45,No,Non-Travel,336,Sales,26,Bachelor’s Degree,Marketing,1612,Low,Male,52,Medium,Intermediate,Sales Executive,Low,Married,4385,24162,1,No,15,Satisfactory,Low,1,10,2,High,10,7,4,5,52620,10734.48
1144,31,No,Travel_Frequently,715,Sales,2,Master’s Degree,Other,1613,Very High,Male,54,High,Intermediate,Sales Executive,Low,Single,5332,21602,7,No,13,Satisfactory,Very High,0,10,3,High,5,2,0,3,63984,13052.735999999999
1145,36,No,Travel_Rarely,559,Research & Development,12,Master’s Degree,Life Sciences,1614,High,Female,76,High,Intermediate,Manufacturing Director,High,Married,4663,12421,9,Yes,12,Satisfactory,Medium,2,7,2,High,3,2,1,1,55956,11415.024
1146,34,No,Travel_Frequently,426,Research & Development,10,Master’s Degree,Life Sciences,1615,High,Male,42,Very High,Intermediate,Manufacturing Director,Very High,Divorced,4724,17000,1,No,13,Satisfactory,Low,1,9,3,High,9,7,7,2,56688,11564.351999999999
1147,49,No,Travel_Rarely,722,Research & Development,25,Master’s Degree,Life Sciences,1617,High,Female,84,High,Entry-level,Laboratory Technician,Low,Married,3211,22102,1,No,14,Satisfactory,Very High,1,10,3,Medium,9,6,1,4,38532,7590.804
1148,39,No,Travel_Rarely,1387,Research & Development,10,Doctorate,Medical,1618,Medium,Male,76,High,Intermediate,Manufacturing Director,Low,Married,5377,3835,2,No,13,Satisfactory,Very High,3,10,3,High,7,7,7,7,64524,13162.895999999999
1149,27,No,Travel_Rarely,1302,Research & Development,19,Bachelor’s Degree,Other,1619,Very High,Male,67,Medium,Entry-level,Laboratory Technician,Low,Divorced,4066,16290,1,No,11,Satisfactory,Low,2,7,3,High,7,7,0,7,48792,9612.024000000001
1150,35,No,Travel_Rarely,819,Research & Development,18,Doctorate,Life Sciences,1621,Medium,Male,48,Very High,Intermediate,Research Scientist,Low,Married,5208,26312,1,No,11,Satisfactory,Very High,0,16,2,High,16,15,1,10,62496,12749.184
1151,28,No,Travel_Rarely,580,Research & Development,27,Bachelor’s Degree,Medical,1622,Medium,Female,39,Low,Intermediate,Manufacturing Director,Low,Divorced,4877,20460,0,No,21,Exceptional,Medium,1,6,5,Medium,5,3,0,0,58524,11938.895999999999
1152,21,No,Travel_Rarely,546,Research & Development,5,High School,Medical,1623,High,Male,97,High,Entry-level,Research Scientist,Very High,Single,3117,26009,1,No,18,Satisfactory,High,0,3,2,High,2,2,2,2,37404,7368.588000000001
1153,18,Yes,Travel_Frequently,544,Sales,3,Associate Degree,Medical,1624,Medium,Female,70,High,Entry-level,Sales Representative,Very High,Single,1569,18420,1,Yes,12,Satisfactory,High,0,0,2,Very High,0,0,0,0,18828,3031.308
1154,47,No,Travel_Rarely,1176,Human Resources,26,Master’s Degree,Life Sciences,1625,Very High,Female,98,High,Executive,Manager,High,Married,19658,5220,3,No,11,Satisfactory,High,1,27,2,High,5,2,1,0,235896,49538.159999999996
1155,39,No,Travel_Rarely,170,Research & Development,3,Associate Degree,Medical,1627,High,Male,76,Medium,Intermediate,Laboratory Technician,High,Divorced,3069,10302,0,No,15,Satisfactory,Very High,1,11,3,High,10,8,0,7,36828,7255.116
1156,40,No,Travel_Rarely,884,Research & Development,15,Bachelor’s Degree,Life Sciences,1628,Low,Female,80,Medium,Supervisory,Manufacturing Director,High,Married,10435,25800,1,No,13,Satisfactory,Very High,2,18,2,High,18,15,14,12,125220,26296.2
1157,35,No,Non-Travel,208,Research & Development,8,Master’s Degree,Life Sciences,1630,High,Female,52,High,Intermediate,Healthcare Representative,High,Married,4148,12250,1,No,12,Satisfactory,Very High,1,15,5,High,14,11,2,9,49776,9805.872000000001
1158,37,No,Travel_Rarely,671,Research & Development,19,Bachelor’s Degree,Life Sciences,1631,High,Male,85,High,Intermediate,Manufacturing Director,High,Married,5768,26493,3,No,17,Satisfactory,Low,3,9,2,Medium,4,3,0,2,69216,14120.063999999998
1159,39,No,Travel_Frequently,711,Research & Development,4,Bachelor’s Degree,Medical,1633,Low,Female,81,High,Intermediate,Manufacturing Director,High,Single,5042,3140,0,No,13,Satisfactory,Very High,0,10,2,Low,9,2,3,8,60504,12342.815999999999
1160,45,No,Travel_Rarely,1329,Research & Development,2,Associate Degree,Other,1635,Very High,Female,59,Medium,Intermediate,Manufacturing Director,Very High,Divorced,5770,5388,1,No,19,Satisfactory,Low,2,10,3,High,10,7,3,9,69240,14124.96
1161,38,No,Travel_Rarely,397,Research & Development,2,Associate Degree,Medical,1638,Very High,Female,54,Medium,Supervisory,Manufacturing Director,High,Married,7756,14199,3,Yes,19,Satisfactory,Very High,1,10,6,Very High,5,4,0,2,93072,19545.12
1162,35,Yes,Travel_Rarely,737,Sales,10,Bachelor’s Degree,Medical,1639,Very High,Male,55,Medium,Supervisory,Sales Executive,Low,Married,10306,21530,9,No,17,Satisfactory,High,0,15,3,High,13,12,6,0,123672,25971.12
1163,37,No,Travel_Rarely,1470,Research & Development,10,Bachelor’s Degree,Medical,1640,Medium,Female,71,High,Entry-level,Research Scientist,Medium,Married,3936,9953,1,No,11,Satisfactory,Low,1,8,2,Low,8,4,7,7,47232,9304.704
1164,40,No,Travel_Rarely,448,Research & Development,16,Bachelor’s Degree,Life Sciences,1641,High,Female,84,High,Supervisory,Manufacturing Director,Very High,Single,7945,19948,6,Yes,15,Satisfactory,Very High,0,18,2,Medium,4,2,3,3,95340,20021.399999999998
1165,44,No,Travel_Frequently,602,Human Resources,1,Doctorate,Human Resources,1642,Low,Male,37,High,Intermediate,Human Resources,Very High,Married,5743,10503,4,Yes,11,Satisfactory,High,0,14,3,High,10,7,0,2,68916,14058.864
1166,48,No,Travel_Frequently,365,Research & Development,4,Doctorate,Medical,1644,High,Male,89,Medium,Managerial,Manager,Very High,Married,15202,5602,2,No,25,Exceptional,Medium,1,23,3,High,2,2,2,2,182424,38309.04
1167,35,Yes,Travel_Rarely,763,Sales,15,Associate Degree,Medical,1645,Low,Male,59,Low,Intermediate,Sales Executive,Very High,Divorced,5440,22098,6,Yes,14,Satisfactory,Very High,2,7,2,Medium,2,2,2,2,65280,13317.119999999999
1168,24,No,Travel_Frequently,567,Research & Development,2,High School,Technical Degree,1646,Low,Female,32,High,Entry-level,Research Scientist,Very High,Single,3760,17218,1,Yes,13,Satisfactory,High,0,6,2,High,6,3,1,3,45120,8888.640000000001
1169,27,No,Travel_Rarely,486,Research & Development,8,Bachelor’s Degree,Medical,1647,Medium,Female,86,Very High,Entry-level,Research Scientist,High,Married,3517,22490,7,No,17,Satisfactory,Low,0,5,0,High,3,2,0,2,42204,8314.188
1170,27,No,Travel_Frequently,591,Research & Development,2,Bachelor’s Degree,Medical,1648,Very High,Male,87,High,Entry-level,Research Scientist,Very High,Single,2580,6297,2,No,13,Satisfactory,High,0,6,0,Medium,4,2,1,2,30960,6099.12
1171,40,Yes,Travel_Rarely,1329,Research & Development,7,Bachelor’s Degree,Life Sciences,1649,Low,Male,73,High,Entry-level,Laboratory Technician,Low,Single,2166,3339,3,Yes,14,Satisfactory,Medium,0,10,3,Low,4,2,0,3,25992,4184.712
1172,29,No,Travel_Rarely,469,Sales,10,Bachelor’s Degree,Medical,1650,High,Male,42,Medium,Intermediate,Sales Executive,High,Single,5869,23413,9,No,11,Satisfactory,High,0,8,2,High,5,2,1,4,70428,14367.312
1173,36,No,Travel_Rarely,711,Research & Development,5,Master’s Degree,Life Sciences,1651,Medium,Female,42,High,Supervisory,Healthcare Representative,Low,Married,8008,22792,4,No,12,Satisfactory,High,2,9,6,High,3,2,0,2,96096,20180.16
1174,25,No,Travel_Frequently,772,Research & Development,2,High School,Life Sciences,1653,Very High,Male,77,Very High,Intermediate,Manufacturing Director,High,Divorced,5206,4973,1,No,17,Satisfactory,High,2,7,6,High,7,7,0,7,62472,12744.287999999999
1175,39,No,Travel_Rarely,492,Research & Development,12,Bachelor’s Degree,Medical,1654,Very High,Male,66,High,Intermediate,Manufacturing Director,Medium,Married,5295,7693,4,No,21,Exceptional,High,0,7,3,High,5,4,1,0,63540,12962.16
1176,49,No,Travel_Rarely,301,Research & Development,22,Master’s Degree,Other,1655,Low,Female,72,High,Managerial,Research Director,Medium,Married,16413,3498,3,No,16,Satisfactory,Medium,2,27,2,High,4,2,1,2,196956,41360.76
1177,50,No,Travel_Rarely,813,Research & Development,17,Doctorate,Life Sciences,1656,Very High,Female,50,Medium,Supervisory,Research Director,Low,Divorced,13269,21981,5,No,15,Satisfactory,High,3,19,3,High,14,11,1,11,159228,33437.88
1178,20,No,Travel_Rarely,1141,Sales,2,Bachelor’s Degree,Medical,1657,High,Female,31,High,Entry-level,Sales Representative,High,Single,2783,13251,1,No,19,Satisfactory,Low,0,2,3,High,2,2,2,2,33396,6579.012000000001
1179,34,No,Travel_Rarely,1130,Research & Development,3,Bachelor’s Degree,Life Sciences,1658,Very High,Female,66,High,Intermediate,Research Scientist,Medium,Divorced,5433,19332,1,No,12,Satisfactory,High,1,11,2,High,11,8,7,9,65196,13299.983999999999
1180,36,No,Travel_Rarely,311,Research & Development,7,Bachelor’s Degree,Life Sciences,1659,Low,Male,77,High,Entry-level,Laboratory Technician,Medium,Single,2013,10950,2,No,11,Satisfactory,High,0,15,4,High,4,3,1,3,24156,3889.116
1181,49,No,Travel_Rarely,465,Research & Development,6,High School,Life Sciences,1661,High,Female,41,Medium,Managerial,Healthcare Representative,High,Married,13966,11652,2,Yes,19,Satisfactory,Medium,1,30,3,High,15,11,2,12,167592,35194.32
1182,36,No,Non-Travel,894,Research & Development,1,Master’s Degree,Medical,1662,Very High,Female,33,Medium,Intermediate,Manufacturing Director,High,Married,4374,15411,0,No,15,Satisfactory,High,0,4,6,High,3,2,1,2,52488,10707.552
1183,36,No,Travel_Rarely,1040,Research & Development,3,Associate Degree,Life Sciences,1664,Very High,Male,79,Very High,Intermediate,Healthcare Representative,Low,Divorced,6842,26308,6,No,20,Exceptional,Low,1,13,3,High,5,4,0,4,82104,17241.84
1184,54,No,Travel_Rarely,584,Research & Development,22,Doctorate,Medical,1665,Medium,Female,91,High,Managerial,Manager,High,Married,17426,18685,3,No,25,Exceptional,High,1,36,6,High,10,8,4,7,209112,43913.52
1185,43,No,Travel_Rarely,1291,Research & Development,15,Associate Degree,Life Sciences,1666,High,Male,65,Medium,Managerial,Research Director,High,Married,17603,3525,1,No,24,Exceptional,Low,1,14,3,High,14,10,6,11,211236,44359.56
1186,35,Yes,Travel_Frequently,880,Sales,12,Master’s Degree,Other,1667,Very High,Male,36,High,Intermediate,Sales Executive,Very High,Single,4581,10414,3,Yes,24,Exceptional,Low,0,13,2,Very High,11,9,6,7,54972,11214.287999999999
1187,38,No,Travel_Frequently,1189,Research & Development,1,Bachelor’s Degree,Life Sciences,1668,Very High,Male,90,High,Intermediate,Research Scientist,Very High,Married,4735,9867,7,No,15,Satisfactory,Very High,2,19,4,Very High,13,11,2,9,56820,11591.279999999999
1188,29,No,Travel_Rarely,991,Sales,5,Bachelor’s Degree,Medical,1669,Low,Male,43,Medium,Intermediate,Sales Executive,Medium,Divorced,4187,3356,1,Yes,13,Satisfactory,Medium,1,10,3,Medium,10,0,0,9,50244,10249.776
1189,33,No,Travel_Rarely,392,Sales,2,Master’s Degree,Medical,1670,Very High,Male,93,High,Intermediate,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Satisfactory,High,2,6,5,High,6,2,0,4,66060,13476.24
1190,32,No,Travel_Rarely,977,Research & Development,2,Bachelor’s Degree,Medical,1671,Very High,Male,45,High,Intermediate,Research Scientist,Medium,Divorced,5470,25518,0,No,13,Satisfactory,High,2,10,4,Medium,9,5,1,6,65640,13390.56
1191,31,No,Travel_Rarely,1112,Sales,5,Master’s Degree,Life Sciences,1673,Low,Female,67,High,Intermediate,Sales Executive,Very High,Married,5476,22589,1,No,11,Satisfactory,Low,2,10,2,High,10,0,0,2,65712,13405.248
1192,49,No,Travel_Rarely,464,Research & Development,16,Bachelor’s Degree,Medical,1674,Very High,Female,74,High,Entry-level,Laboratory Technician,Low,Divorced,2587,24941,4,Yes,16,Satisfactory,Medium,1,17,2,Medium,2,2,2,2,31044,6115.668000000001
1193,38,No,Travel_Frequently,148,Research & Development,2,Bachelor’s Degree,Medical,1675,Very High,Female,42,Medium,Entry-level,Laboratory Technician,Medium,Single,2440,23826,1,No,22,Exceptional,Medium,0,4,3,High,4,3,3,3,29280,4714.08
1194,47,No,Travel_Rarely,1225,Sales,2,Master’s Degree,Life Sciences,1676,Medium,Female,47,Very High,Managerial,Manager,Medium,Divorced,15972,21086,6,No,14,Satisfactory,High,3,29,2,High,3,2,1,2,191664,40249.439999999995
1195,49,No,Travel_Rarely,809,Research & Development,1,Bachelor’s Degree,Life Sciences,1677,High,Male,36,High,Managerial,Manager,High,Single,15379,22384,4,No,14,Satisfactory,Low,0,23,2,High,8,7,0,0,184548,38755.08
1196,41,No,Travel_Rarely,1206,Sales,23,Associate Degree,Life Sciences,1678,Very High,Male,80,High,Supervisory,Sales Executive,High,Single,7082,11591,3,Yes,16,Satisfactory,Very High,0,21,2,High,2,0,0,2,84984,17846.64
1197,20,No,Travel_Rarely,727,Sales,9,High School,Life Sciences,1680,Very High,Male,54,High,Entry-level,Sales Representative,Low,Single,2728,21082,1,No,11,Satisfactory,Low,0,2,3,High,2,2,0,2,32736,6448.992
1198,33,No,Non-Travel,530,Sales,16,Bachelor’s Degree,Life Sciences,1681,High,Female,36,High,Intermediate,Sales Executive,Very High,Divorced,5368,16130,1,Yes,25,Exceptional,High,1,7,2,High,6,5,1,2,64416,13140.864
1199,36,No,Travel_Rarely,1351,Research & Development,26,Master’s Degree,Life Sciences,1682,Low,Male,80,High,Intermediate,Healthcare Representative,High,Married,5347,7419,6,No,14,Satisfactory,Medium,2,10,2,Medium,3,2,0,2,64164,13089.455999999998
1200,44,No,Travel_Rarely,528,Human Resources,1,Bachelor’s Degree,Life Sciences,1683,High,Female,44,High,Entry-level,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Satisfactory,Low,3,8,2,High,2,2,2,2,38340,7552.9800000000005
